barcode,book_id,availability_status
9611,1036,Not Available
9612,4138,Not Available
9613,4139,Available
9614,4139,Available
9615,4139,Available
9616,4139,Available
9617,4139,Available
9618,4139,Available
9619,4139,Available
9620,4139,Available
9621,4139,Available
9622,4135,Available
9623,4136,Available
9624,4136,Available
9625,4136,Available
9626,4136,Available
9627,4136,Available
9628,3953,Available
9629,4891,Available
9630,2920,Available
9631,3902,Available
9632,4382,Available
9634,3682,Available
9635,3784,Available
9637,3152,Available
9638,3153,Available
9639,967,Available
9640,968,Available
9641,6354,Available
9642,797,Available
9643,3697,Available
9644,3698,Available
9645,155,Available
9646,4263,Available
9647,5361,Available
9648,5362,Available
9649,5913,Available
9650,5914,Available
9651,5914,Available
9652,5914,Available
9653,5914,Available
9654,804,Available
9655,805,Available
9656,3821,Available
9657,4617,Available
9658,4618,Available
9659,4618,Available
9660,4618,Available
9661,4618,Available
9662,4618,Available
9663,4618,Available
9664,4618,Available
9665,4618,Available
9666,4618,Available
9668,3907,Available
9669,2176,Available
9670,4522,Available
9671,1159,Available
9672,4528,Available
9673,2759,Available
9674,2760,Available
9675,2760,Available
9676,2760,Available
9677,2760,Available
9678,5695,Available
9679,4443,Available
9680,3653,Available
9681,3654,Available
9682,3654,Available
9683,3654,Available
9684,3654,Available
9685,3654,Available
9686,3654,Available
9688,3654,Available
9689,3654,Available
9690,4088,Available
9691,4089,Available
9692,392,Available
9693,393,Available
9694,393,Available
9695,393,Available
9696,393,Available
9697,393,Available
9698,393,Available
9699,393,Available
9700,393,Available
9701,4121,Available
9702,2085,Available
9703,5324,Available
9704,5656,Available
9705,5657,Available
9706,5657,Available
9707,5657,Available
9708,5657,Available
9709,5657,Available
9710,5657,Available
9711,5657,Available
9712,5657,Available
9713,5657,Available
9715,5657,Available
9716,5657,Available
9718,5657,Available
9719,4046,Available
9720,416,Available
9721,534,Available
9722,529,Available
9723,5818,Available
9724,3921,Available
9725,3922,Available
9726,3922,Available
9727,3922,Available
9728,3922,Available
9729,5197,Available
9730,5198,Available
9731,5198,Available
9732,5198,Available
9733,5198,Available
9734,5195,Available
9735,5196,Available
9736,5196,Available
9737,5196,Available
9738,5202,Available
9739,3359,Available
9740,3360,Available
9741,3360,Available
9742,3360,Available
9743,3361,Available
9744,3362,Available
9745,3362,Available
9746,3362,Available
9747,512,Available
9748,514,Available
9749,514,Available
9750,514,Available
9751,514,Available
9752,514,Available
9753,514,Available
9754,514,Available
9755,514,Available
9756,514,Available
9757,4731,Available
9758,4439,Available
9759,494,Available
9760,495,Available
9761,495,Available
9762,495,Available
9763,495,Available
9764,495,Available
9765,495,Available
9766,495,Available
9767,495,Available
9768,495,Available
9769,495,Available
9770,495,Available
9771,495,Available
9772,495,Available
9773,495,Available
9774,495,Available
9775,495,Available
9776,495,Available
9777,495,Available
9778,495,Available
9779,495,Available
9780,495,Available
9781,495,Available
9782,495,Available
9783,495,Available
9784,495,Available
9785,495,Available
9786,495,Available
9787,495,Available
9788,495,Available
9789,1994,Available
9790,5322,Available
9791,5873,Available
9793,5861,Available
9794,5862,Available
9795,5863,Available
9796,5864,Available
9797,5864,Available
9798,5864,Available
9799,5864,Available
9800,5864,Available
9801,5864,Available
9802,5864,Available
9803,5864,Available
9804,5872,Available
9805,1031,Available
9807,147,Available
9808,5904,Available
9809,5301,Available
9810,2804,Available
9811,2805,Available
9812,2805,Available
9813,2805,Available
9814,2805,Available
9815,2805,Available
9816,2805,Available
9817,2805,Available
9818,2805,Available
9819,2805,Available
9820,2805,Available
9821,2805,Available
9822,2805,Available
9823,2805,Available
9824,2805,Available
9825,5247,Available
9826,1093,Available
9827,1095,Available
9829,1095,Available
9830,1095,Available
9831,1095,Available
9832,1095,Available
9833,1095,Available
9834,1095,Available
9835,1095,Available
9836,1564,Available
9837,1565,Available
9838,2745,Available
9839,2746,Available
9840,2746,Available
9841,4605,Available
9842,4606,Available
9843,4606,Available
9844,4606,Available
9845,4606,Available
9846,3475,Available
9847,3478,Available
9848,3479,Available
9849,3480,Available
9850,3480,Available
9852,3480,Available
9853,3480,Available
9854,3480,Available
9855,3480,Available
9856,3775,Available
9858,3776,Available
9859,3778,Available
9860,3777,Available
9861,3778,Available
9862,5057,Available
9863,5058,Available
9864,5055,Available
9865,5057,Available
9866,5058,Available
9867,5058,Available
9868,5058,Available
9869,5058,Available
9870,5058,Available
9871,5058,Available
9872,3098,Available
9873,3099,Available
9874,3099,Available
9875,3099,Available
9876,3099,Available
9877,3099,Available
9878,3099,Available
9879,3099,Available
9880,3099,Available
9881,3099,Available
9882,3099,Available
9883,3099,Available
9884,5921,Available
9885,5922,Available
9886,5922,Available
9887,5922,Available
9888,5922,Available
9889,5922,Available
9890,5922,Available
9891,5922,Available
9892,5922,Available
9893,5922,Available
9894,4603,Available
9895,4604,Available
9897,4604,Available
9898,4604,Available
9899,4641,Available
9900,4642,Available
9901,4744,Available
9902,4745,Available
9903,4745,Available
9904,4745,Available
9905,4745,Available
9906,540,Available
9907,541,Available
9908,541,Available
9909,541,Available
9910,541,Available
9911,5459,Available
9912,5460,Available
9913,5461,Available
9914,2984,Available
9915,2983,Available
9916,2984,Available
9917,6100,Available
9918,6101,Available
9920,6101,Available
9921,6101,Available
9923,4613,Available
9924,4613,Available
9925,4613,Available
9926,4613,Available
9927,1100,Available
9928,1102,Available
9929,1102,Available
9930,1102,Available
9931,1102,Available
9932,1397,Available
9933,1400,Available
9934,1400,Available
9935,1400,Available
9936,1400,Available
9937,6363,Available
9938,6364,Available
9939,6364,Available
9940,6364,Available
9941,6364,Available
9942,29,Available
9943,30,Available
9944,30,Available
9945,6038,Available
9946,6039,Available
9947,1154,Available
9948,1155,Available
9949,1155,Available
9950,1155,Available
9951,1155,Available
9952,5762,Available
9953,5763,Available
9954,5763,Available
9955,5763,Available
9956,5763,Available
9957,1169,Available
9958,1170,Available
9959,1170,Available
9961,1170,Available
9962,4787,Available
9963,4788,Available
9964,4788,Available
9965,4788,Available
9966,4788,Available
9967,4788,Available
9968,4788,Available
9969,4788,Available
9970,4788,Available
9971,4788,Available
9973,3158,Available
9974,1131,Available
9975,1133,Available
9976,1133,Available
9978,1133,Available
9979,1133,Available
9981,1133,Available
9982,1133,Available
9983,1133,Available
9984,5234,Available
9985,5235,Available
9986,5235,Available
9988,5235,Available
9989,1851,Available
9990,1852,Available
9991,1852,Available
9992,1852,Available
9993,1850,Available
9994,2834,Available
9995,2835,Available
9996,2835,Available
9997,2835,Available
9998,2835,Available
9999,3958,Available
G417,6423,Available
G428,1466,Available
G432,3211,Available
G441,5967,Available
G443,1323,Available
G444,872,Available
G448,2402,Available
G571,173,Available
G620,807,Available
G627,5466,Available
G628,3167,Available
G638,3257,Available
G690,5965,Available
G820,33,Available
G849,5041,Available
G854,3451,Available
G883,4587,Available
G884,1453,Available
10000,3959,Available
10001,3959,Available
10002,3959,Available
10003,3959,Available
10004,5928,Available
10005,5929,Available
10006,5929,Available
10007,5929,Available
10008,4250,Available
10009,4251,Available
10010,4251,Available
10011,4251,Available
10012,4251,Available
10013,4251,Available
10014,4251,Available
10015,4251,Available
10016,4251,Available
10017,4251,Available
10018,3157,Available
10020,3158,Available
10021,5928,Available
10022,5929,Available
10023,5916,Available
10024,5932,Available
10025,2102,Available
10026,5636,Available
10027,6094,Available
10028,439,Available
10029,1810,Available
10030,1176,Available
10031,4392,Available
10032,5090,Available
10033,5091,Available
10034,5091,Available
10035,5091,Available
10036,5091,Available
10037,2140,Available
10038,2141,Available
10039,2141,Available
10040,2141,Available
10041,2141,Available
10042,4377,Available
10043,4378,Available
10044,4378,Available
10045,4378,Available
10046,4378,Available
10047,2744,Available
10048,1,Available
10049,2174,Available
10050,2175,Available
10051,2175,Available
10052,3337,Available
10053,3339,Available
10054,3339,Available
10055,3339,Available
10056,3339,Available
10057,3339,Available
10058,3339,Available
10059,3339,Available
10060,2503,Available
10061,2504,Available
10062,2505,Available
10063,2505,Available
10064,2505,Available
10065,2505,Available
10066,2505,Available
10067,2505,Available
10068,1990,Available
10069,1991,Available
10070,1983,Available
10071,1984,Available
10072,1984,Available
10073,1984,Available
10074,1984,Available
10075,602,Available
10076,610,Available
10077,609,Available
10078,610,Available
10079,611,Available
10080,3130,Available
10081,3131,Available
10082,3131,Available
10083,3131,Available
10084,3131,Available
10085,3131,Available
10086,3131,Available
10087,3131,Available
10088,5911,Available
10089,5912,Available
10090,5912,Available
10092,5912,Available
10093,5912,Available
10095,5912,Available
10096,5912,Available
10097,5912,Available
10098,5910,Available
10100,5912,Available
10103,5912,Available
10104,5912,Available
10105,5912,Available
10106,5910,Available
10107,5911,Available
10108,512,Available
10109,6195,Available
10110,4459,Available
10111,4461,Available
10112,2774,Available
10113,2775,Available
10114,2775,Available
10115,2775,Available
10116,2775,Available
10117,2775,Available
10118,2775,Available
10119,2775,Available
10120,2775,Available
10121,2775,Available
10122,5879,Available
10123,5880,Available
10124,5880,Available
10125,5880,Available
10126,5880,Available
10127,5880,Available
10128,797,Available
10129,187,Available
10130,4746,Available
10131,4072,Available
10132,1762,Available
10133,2738,Available
10134,3270,Available
10135,2656,Available
10136,2657,Available
10137,1005,Available
10138,1006,Available
10139,1006,Available
10140,1006,Available
10141,1006,Available
10142,1006,Available
10143,1006,Available
10144,1006,Available
10145,1006,Available
10146,1006,Available
10147,1006,Available
10148,1006,Available
10149,1006,Available
10150,1006,Available
10151,1006,Available
10152,1006,Available
10153,1006,Available
10154,1006,Available
10155,1006,Available
10156,1006,Available
10157,895,Available
10158,896,Available
10159,896,Available
10160,896,Available
10161,896,Available
10162,896,Available
10163,896,Available
10164,896,Available
10165,896,Available
10166,896,Available
10167,896,Available
10169,896,Available
10170,896,Available
10171,896,Available
10172,896,Available
10173,896,Available
10174,896,Available
10175,896,Available
10176,896,Available
10177,4525,Available
10178,4526,Available
10179,4526,Available
10180,4526,Available
10182,4526,Available
10183,4526,Available
10184,4526,Available
10185,4526,Available
10186,4526,Available
10187,1294,Available
10188,1295,Available
10189,1295,Available
10190,1295,Available
10191,1295,Available
10192,1295,Available
10193,1295,Available
10194,1295,Available
10195,1295,Available
10196,1295,Available
10197,4523,Available
10198,4524,Available
10199,4524,Available
10200,4524,Available
10201,4524,Available
10202,4524,Available
10203,4524,Available
10204,2964,Available
10205,3278,Available
10206,4505,Available
10207,4818,Available
10208,1549,Available
10209,4943,Available
10210,4871,Available
10211,3659,Available
10212,3658,Available
10213,3929,Available
10214,3993,Available
10215,5408,Available
10216,2487,Available
10217,3919,Available
10218,1187,Available
10219,6182,Available
10220,843,Available
10221,1020,Available
10222,5503,Available
10223,1021,Available
10224,3772,Available
10225,148,Available
10226,149,Available
10228,1891,Available
10229,1892,Available
10230,1892,Available
10231,4168,Available
10232,4169,Available
10233,4169,Available
10234,4169,Available
10235,4169,Available
10236,4169,Available
10237,4169,Available
10238,3455,Available
10239,3456,Available
10240,115,Available
10241,115,Available
10242,116,Available
10243,116,Available
10244,116,Available
10245,5924,Available
10246,5925,Available
10247,5925,Available
10248,5925,Available
10249,5925,Available
10250,1477,Available
10251,1480,Available
10252,1478,Available
10253,1481,Available
10254,1481,Available
10255,1481,Available
10256,1481,Available
10257,1481,Available
10258,1481,Available
10259,1481,Available
10260,1481,Available
10261,1481,Available
10262,1481,Available
10263,1481,Available
10264,1481,Available
10265,1481,Available
10266,1481,Available
10267,1481,Available
10268,1481,Available
10269,1481,Available
10270,1481,Available
10271,1481,Available
10272,1481,Available
10273,1481,Available
10274,1481,Available
10275,1481,Available
10276,1481,Available
10277,1481,Available
10278,1481,Available
10279,1481,Available
10280,1481,Available
10281,1481,Available
10282,1481,Available
10283,1481,Available
10284,1481,Available
10285,1481,Available
10286,1481,Available
10287,1481,Available
10288,1481,Available
10289,1481,Available
10290,1481,Available
10291,1481,Available
10292,1481,Available
10293,1481,Available
10294,1476,Available
10295,1478,Available
10296,1481,Available
10297,1481,Available
10298,1481,Available
10299,1481,Available
10300,1481,Available
10301,1481,Available
10302,1481,Available
10303,1481,Available
10304,1481,Available
10305,1481,Available
10306,1481,Available
10307,1481,Available
10308,1481,Available
10309,1481,Available
10310,1481,Available
10311,1481,Available
10312,1481,Available
10313,1481,Available
10314,1481,Available
10315,1481,Available
10316,1481,Available
10317,1481,Available
10318,1481,Available
10319,1481,Available
10320,3703,Available
10321,806,Available
10322,3298,Available
10323,3299,Available
10324,802,Available
10325,803,Available
10326,1388,Available
10327,1280,Available
10328,796,Available
10329,799,Available
10330,38,Available
10331,4861,Available
10332,4861,Available
10333,4861,Available
10334,4861,Available
10335,4861,Available
10336,4861,Available
10337,4861,Available
10338,4862,Available
10339,4862,Available
10340,4862,Available
10341,4862,Available
10342,4862,Available
10343,6110,Available
10344,6111,Available
10345,6111,Available
10346,6111,Available
10347,1389,Available
10348,1389,Available
10349,1389,Available
10350,1389,Available
10351,1389,Available
10352,4257,Available
10353,4257,Available
10354,4645,Available
10356,4645,Available
10357,4645,Available
10358,4645,Available
10359,4645,Available
10360,4645,Available
10361,4645,Available
10362,4011,Available
10363,1871,Available
10364,5761,Available
10365,3926,Available
10366,3272,Available
10367,3988,Available
10368,1863,Available
10369,4360,Available
10370,5072,Available
10371,4388,Available
10372,2679,Available
10373,2679,Available
10374,2679,Available
10375,2679,Available
10377,2679,Available
10378,2679,Available
10379,2679,Available
10380,2679,Available
10381,2679,Available
10382,4320,Available
10383,4320,Available
10384,4320,Available
10385,4320,Available
10386,4320,Available
10387,4320,Available
10388,4320,Available
10389,4320,Available
10390,4320,Available
10391,4320,Available
10392,5931,Available
10394,5931,Available
10395,5931,Available
10397,5931,Available
10398,5931,Available
10399,5931,Available
10400,5931,Available
10401,5931,Available
10402,6075,Available
10403,6196,Available
10404,6196,Available
10405,1508,Available
10406,1508,Available
10407,1508,Available
10408,1508,Available
10409,1508,Available
10410,1508,Available
10411,1508,Available
10412,1508,Available
10413,1508,Available
10414,1508,Available
10415,1508,Available
10416,1508,Available
10417,1508,Available
10418,1508,Available
10419,1508,Available
10421,1508,Available
10423,1508,Available
10424,1508,Available
10425,1508,Available
10428,1508,Available
10429,1508,Available
10430,5052,Available
10431,5052,Available
10432,5052,Available
10433,5052,Available
10434,5052,Available
10435,5052,Available
10436,5052,Available
10437,5052,Available
10438,5052,Available
10439,5052,Available
10440,5052,Available
10441,5052,Available
10442,5052,Available
10443,5052,Available
10444,5052,Available
10445,5052,Available
10446,5052,Available
10447,5052,Available
10448,5052,Available
10449,5054,Available
10450,5820,Available
10451,3939,Available
10452,676,Available
10453,3277,Available
10454,2998,Available
10455,760,Available
10456,2588,Available
10457,3395,Available
10458,4908,Available
10459,3529,Available
10460,3529,Available
10461,3529,Available
10462,3529,Available
10463,3529,Available
10464,2115,Available
10465,2098,Available
10466,2098,Available
10467,2098,Available
10468,2098,Available
10469,2098,Available
10470,2098,Available
10471,2098,Available
10472,2098,Available
10473,2098,Available
10474,3618,Available
10475,3618,Available
10476,3618,Available
10477,3618,Available
10478,3618,Available
10479,1302,Available
10480,1302,Available
10481,1302,Available
10482,1302,Available
10483,1302,Available
10484,1302,Available
10485,1302,Available
10486,1302,Available
10487,1302,Available
10488,1302,Available
10489,2006,Available
10490,2006,Available
10491,2006,Available
10492,2006,Available
10493,2006,Available
10494,5653,Available
10495,5653,Available
10496,5653,Available
10497,5653,Available
10498,5653,Available
10499,3579,Available
10500,3579,Available
10501,3749,Available
10502,231,Available
10503,231,Available
10504,231,Available
10505,231,Available
10506,231,Available
10507,231,Available
10508,231,Available
10509,231,Available
10510,231,Available
10511,231,Available
10512,231,Available
10513,231,Available
10514,231,Available
10515,231,Available
10516,231,Available
10517,231,Available
10518,3344,Available
10519,3344,Available
10520,3344,Available
10521,3344,Available
10522,3344,Available
10523,3344,Available
10524,3344,Available
10525,3344,Available
10526,3344,Available
10527,4153,Available
10528,4153,Available
10529,4153,Available
10530,4153,Available
10531,6092,Available
10532,6092,Available
10533,5458,Available
10534,5458,Available
10535,5458,Available
10536,5458,Available
10537,5458,Available
10538,1016,Available
10539,765,Available
10540,764,Available
10541,765,Available
10542,4831,Available
10543,770,Available
10545,770,Available
10546,770,Available
10547,4581,Available
10548,4581,Available
10549,4580,Available
10550,4580,Available
10551,4580,Available
10552,4580,Available
10553,4580,Available
10554,4579,Available
10555,4579,Available
10556,4579,Available
10557,4579,Available
10558,4579,Available
10559,6385,Available
10560,6385,Available
10561,6385,Available
10562,6385,Available
10563,6385,Available
10564,6385,Available
10565,6385,Available
10566,6385,Available
10567,6385,Available
10568,6385,Available
10569,6384,Available
10570,6385,Available
10571,6385,Available
10572,6385,Available
10573,6385,Available
10574,6385,Available
10575,6385,Available
10576,6385,Available
10577,6385,Available
10578,6385,Available
10579,6385,Available
10580,6385,Available
10581,6385,Available
10582,6385,Available
10583,6385,Available
10584,6385,Available
10585,6385,Available
10586,6385,Available
10587,6385,Available
10588,6385,Available
10589,6385,Available
10590,6385,Available
10591,6385,Available
10592,6385,Available
10593,6385,Available
10594,5122,Available
10595,5122,Available
10596,5122,Available
10597,5122,Available
10598,5122,Available
10599,5122,Available
10600,5122,Available
10601,5122,Available
10602,5122,Available
10603,5122,Available
10604,1202,Available
10605,1202,Available
10606,1202,Available
10607,1202,Available
10608,1202,Available
10609,1202,Available
